,x,y,Appliances
0,0.5,0.8660254037844388,60
1,0.5,0.8660254037844388,60
2,0.5,0.8660254037844388,50
3,0.5,0.8660254037844388,50
4,0.5,0.8660254037844388,60
5,0.5,0.8660254037844388,50
6,0.5,0.8660254037844388,60
7,0.5,0.8660254037844388,60
8,0.5,0.8660254037844388,60
9,0.5,0.8660254037844388,70
10,0.5,0.8660254037844388,230
11,0.5,0.8660254037844388,580
12,0.5,0.8660254037844388,430
13,0.5,0.8660254037844388,250
14,0.5,0.8660254037844388,100
15,0.5,0.8660254037844388,100
16,0.5,0.8660254037844388,90
17,1.0,0.0,70
18,0.5,0.8660254037844388,80
19,0.5,0.8660254037844388,140
20,1.0,0.0,120
21,0.5,0.8660254037844388,190
22,0.5,0.8660254037844388,110
23,0.5,0.8660254037844388,110
24,0.5,0.8660254037844388,110
25,0.5,0.8660254037844388,110
26,0.5,0.8660254037844388,100
27,0.5,0.8660254037844388,100
28,0.5,0.8660254037844388,100
29,0.5,0.8660254037844388,100
30,0.5,0.8660254037844388,110
31,0.5,0.8660254037844388,400
32,0.5,0.8660254037844388,400
33,0.5,0.8660254037844388,390
34,0.5,0.8660254037844388,240
35,0.5,0.8660254037844388,60
36,0.5,0.8660254037844388,60
37,0.5,0.8660254037844388,60
38,0.5,0.8660254037844388,50
39,0.5,0.8660254037844388,70
40,0.5,0.8660254037844388,60
41,0.5,0.8660254037844388,40
42,0.5,0.8660254037844388,40
43,0.5,0.8660254037844388,30
44,0.5,0.8660254037844388,40
45,0.5,0.8660254037844388,50
46,0.5,0.8660254037844388,310
47,0.5,0.8660254037844388,380
48,0.5,0.8660254037844388,380
49,0.5,0.8660254037844388,370
50,0.5,0.8660254037844388,120
51,0.5,0.8660254037844388,50
52,0.5,0.8660254037844388,40
53,0.5,0.8660254037844388,50
54,0.5,0.8660254037844388,40
55,0.5,0.8660254037844388,50
56,0.5,0.8660254037844388,50
57,0.5,0.8660254037844388,50
58,0.5,0.8660254037844388,40
59,0.5,0.8660254037844388,40
60,0.5,0.8660254037844388,30
61,0.5,0.8660254037844388,20
62,0.5,0.8660254037844388,20
63,0.5,0.8660254037844388,40
64,0.5,0.8660254037844388,50
65,0.5,0.8660254037844388,50
66,0.5,0.8660254037844388,40
67,0.5,0.8660254037844388,50
68,0.5,0.8660254037844388,40
69,0.5,0.8660254037844388,40
70,0.5,0.8660254037844388,40
71,0.5,0.8660254037844388,60
72,0.5,0.8660254037844388,50
73,0.5,0.8660254037844388,50
74,0.5,0.8660254037844388,40
75,0.5,0.8660254037844388,40
76,0.5,0.8660254037844388,40
77,0.5,0.8660254037844388,40
78,0.5,0.8660254037844388,50
79,0.5,0.8660254037844388,70
80,0.5,0.8660254037844388,40
81,0.5,0.8660254037844388,30
82,0.5,0.8660254037844388,20
83,0.5,0.8660254037844388,30
84,0.5,0.8660254037844388,40
85,0.5,0.8660254037844388,50
86,0.5,0.8660254037844388,60
87,0.5,0.8660254037844388,60
88,0.5,0.8660254037844388,70
89,0.5,0.8660254037844388,60
90,0.5,0.8660254037844388,140
91,0.5,0.8660254037844388,110
92,0.5,0.8660254037844388,90
93,0.5,0.8660254037844388,60
94,0.5,0.8660254037844388,60
95,0.5,0.8660254037844388,60
96,0.5,0.8660254037844388,50
